account_id,customer_id,device_id,ip_id,merchant_id,session_id
1328,C_1328,,,,
1329,C_1329,,,,
1330,C_1330,,,,
1331,C_1331,,,,
1332,C_1332,,,,
1333,C_1333,,,,
1334,C_1334,,,,
1335,C_1335,,,,
1336,C_1336,,,,
1337,C_1337,,,,
1338,C_1338,,,,
1339,C_1339,,,,
1340,C_1340,,,,
1341,C_1341,,,,
1342,C_1342,,,,
1343,C_1343,,,,
1344,C_1344,,,,
1345,C_1345,,,,
1346,C_1346,,,,
1347,C_1347,,,,
1348,C_1348,,,,
1349,C_1349,,,,
1350,C_1350,,,,
1351,C_1351,,,,
1352,C_1352,,,,
1353,C_1353,,,,
1354,C_1354,,,,
1355,C_1355,,,,
1356,C_1356,,,,
1357,C_1357,,,,
1358,C_1358,,,,
1359,C_1359,,,,
1360,C_1360,,,,
1361,C_1361,,,,
1362,C_1362,,,,
1363,C_1363,,,,
1364,C_1364,,,,
1365,C_1365,,,,
1366,C_1366,,,,
1367,C_1367,,,,
1368,C_1368,,,,
1369,C_1369,,,,
1370,C_1370,,,,
1371,C_1371,,,,
1372,C_1372,,,,
1373,C_1373,,,,
1374,C_1374,,,,
1375,C_1375,,,,
1376,C_1376,,,,
1377,C_1377,,,,
1378,C_1378,,,,
1379,C_1379,,,,
1380,C_1380,,,,
1381,C_1381,,,,
1382,C_1382,,,,
1383,C_1383,,,,
1384,C_1384,,,,
1385,C_1385,,,,
1386,C_1386,,,,
1387,C_1387,,,,
1388,C_1388,,,,
1389,C_1389,,,,
1390,C_1390,,,,
1391,C_1391,,,,
1392,C_1392,,,,
1393,C_1393,,,,
1394,C_1394,,,,
1395,C_1395,,,,
1396,C_1396,,,,
1397,C_1397,,,,
1398,C_1398,,,,
1399,C_1399,,,,
1400,C_1400,,,,
1401,C_1401,,,,
1402,C_1402,,,,
1403,C_1403,,,,
1404,C_1404,,,,
1405,C_1405,,,,
1406,C_1406,,,,
1407,C_1407,,,,
1408,C_1408,,,,
1409,C_1409,,,,
1410,C_1410,,,,
1411,C_1411,,,,
1412,C_1412,,,,
1413,C_1413,,,,
1414,C_1414,,,,
1415,C_1415,,,,
1416,C_1416,,,,
1417,C_1417,,,,
1418,C_1418,,,,
1419,C_1419,,,,
1420,C_1420,,,,
1421,C_1421,,,,
1422,C_1422,,,,
1423,C_1423,,,,
1424,C_1424,,,,
1425,C_1425,,,,
1426,C_1426,,,,
1427,C_1427,,,,
1428,C_1428,,,,
1429,C_1429,,,,
1430,C_1430,,,,
1431,C_1431,,,,
1432,C_1432,,,,
1433,C_1433,,,,
1434,C_1434,,,,
1435,C_1435,,,,
1436,C_1436,,,,
1437,C_1437,,,,
1438,C_1438,,,,
1439,C_1439,,,,
1440,C_1440,,,,
1441,C_1441,,,,
1442,C_1442,,,,
1443,C_1443,,,,
1444,C_1444,,,,
1445,C_1445,,,,
